id,Description,Seller Message,Created (UTC),Amount,Amount Refunded,Currency,Status,Customer ID,Captured,Card ID,Card Brand,Card Funding,Card Exp Month,Card Exp Year,Card Address Country,Card Issue Country,Card CVC Status,Card AVS Zip Status,Card AVS Line1 Status,Invoice ID,Invoice Number,Payment Source Type,Destination,Transfer,Interchange Costs,Merchant Service Charge,Transfer Group,PaymentIntent ID,invoiceNumber (metadata),mySugr-Backend-Region (metadata)
ch_1GXjc1GF2YxxrSPIJ7cXTA38,Charge for payment 47001ba3-9db2-4058-bda5-3e7c599b246d,Payment complete.,2020-04-14 07:55,"49,00","0,00",usd,Paid,cus_GjQgKILxwIk5ny,true,src_1GBxnmGF2YxxrSPI9DFeVnnD,Visa,debit,3,2024,us,US,,fail,fail,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,89","0,63",,,,US
ch_1GXgB6GF2YxxrSPI9NuRGSIW,Invoice EBD59C6C-0007,Payment complete.,2020-04-14 04:15,"49,00","0,00",usd,Paid,cus_FzIcrnBJxDK426,true,src_1FTK0eGF2YxxrSPIfKkt6yq1,Visa,debit,8,2024,us,US,,pass,pass,in_1GXfExGF2YxxrSPIc91yoTYt,EBD59C6C-0007,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GXgB5GF2YxxrSPIin6iBDEl,US 2020-3403,
ch_1GXfRHGF2YxxrSPIXI8BkMW3,Charge for payment 14684c4f-649f-4e12-a212-eafbb9c31263,Payment complete.,2020-04-14 03:27,"49,00","0,00",usd,Paid,cus_H5r9ZIkRPs7PkP,true,src_1GXfPlGF2YxxrSPIVaM70QPA,Visa,debit,7,2024,us,US,pass,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,,,US
ch_1GXfHDGF2YxxrSPIMlb63gha,Charge for payment 2af56617-8dee-4a31-b2b9-d7f987ebf2ca,Payment complete.,2020-04-14 03:17,"49,00","0,00",usd,Paid,cus_H5qyhRS87fTVU0,true,src_1GXfGGGF2YxxrSPIhyN3Nw89,Visa,credit,6,2024,us,US,pass,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,,,US
ch_1GXf4gGF2YxxrSPIXH1x5LXK,Invoice D664FFF-0017,Payment complete.,2020-04-14 03:04,"49,00","0,00",usd,Paid,cus_E9OqgQMYPJng4L,true,src_1Dh61gGF2YxxrSPInr3JHDjr,MasterCard,credit,8,2019,,US,,pass,,in_1GXe8XGF2YxxrSPImeiicFlH,D664FFF-0017,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,pi_1GXf4fGF2YxxrSPIc9ErjCid,US 2020-3399,
ch_1GXdx9GF2YxxrSPIdooIB1Kn,Invoice BC0A955-0017,Payment complete.,2020-04-14 01:52,"49,00","0,00",usd,Paid,cus_E9NgeJvtdky9MM,true,src_1Dh4siGF2YxxrSPIcbhNv90Q,Visa,credit,9,2023,,US,,pass,,in_1GXd0wGF2YxxrSPIgRfdaI7p,BC0A955-0017,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,pi_1GXdx8GF2YxxrSPIoBrDCvZs,US 2020-3396,
ch_1GXdRIGF2YxxrSPImCFEZwBe,Invoice 34B0B1B-0017,Payment complete.,2020-04-14 01:19,"49,00","0,00",usd,Paid,cus_E9N9oUth5q67S6,true,src_1Dh4OgGF2YxxrSPI4noZJNBq,Visa,credit,8,2021,,US,,pass,,in_1GXcVAGF2YxxrSPIYt1cjwat,34B0B1B-0017,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,pi_1GXdRIGF2YxxrSPIgejn4LdE,US 2020-3395,
ch_1GXd20GF2YxxrSPInpCeoHaw,Charge for payment f70adcbf-3e56-4741-9491-c49c4696f80a,Payment complete.,2020-04-14 00:53,"49,00","0,00",usd,Paid,cus_GuC7Auo2PL378a,true,src_1GMNihGF2YxxrSPIOzh90isd,Visa,debit,10,2023,us,US,,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,,,US
ch_1GXceIGF2YxxrSPIkI6In0aU,Invoice 278DA878-0007,Payment complete.,2020-04-14 00:29,"49,00","0,00",usd,Paid,cus_FzEyOTuTnWSiMO,true,src_1FTGTwGF2YxxrSPIH00PqKjL,MasterCard,credit,4,2020,us,BS,,unavailable,unavailable,in_1GXbi5GF2YxxrSPI9JP8HwE1,278DA878-0007,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,89","0,63",,pi_1GXceHGF2YxxrSPIiW8xCPsa,US 2020-3392,
ch_1GXcIQGF2YxxrSPIjmmgPKe0,Invoice 19EDDB4C-0005,Payment complete.,2020-04-14 00:06,"49,00","0,00",usd,Paid,cus_GM5NPKBwI6Cwiu,true,src_1FpNCpGF2YxxrSPImBBDlT6K,Visa,credit,12,2023,us,US,,pass,fail,in_1GXbMDGF2YxxrSPI4xyrHSMy,19EDDB4C-0005,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,pi_1GXcIPGF2YxxrSPIL4LKqChm,US 2020-3391,
ch_1GXbSaGF2YxxrSPIhpt8SyT4,Invoice 83204C15-0011,Payment complete.,2020-04-13 23:13,"49,00","0,00",usd,Paid,cus_FFWC9xfLcLOk1n,true,src_1El19cGF2YxxrSPITDHfsXz1,MasterCard,debit,3,2022,us,US,,pass,pass,in_1GXaWRGF2YxxrSPI3PAf1BNt,83204C15-0011,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GXbSaGF2YxxrSPI0wyK0NhG,US 2020-3390,
ch_1GXbFZGF2YxxrSPIo85R8VZw,Invoice 7EA4F77-0017,Payment complete.,2020-04-13 22:59,"49,00","0,00",usd,Paid,cus_E9KsyTAVeZ7wDe,true,src_1FOmd4GF2YxxrSPIa1pj3E8i,Visa,credit,10,2024,,US,,,,in_1GXaJMGF2YxxrSPI8GS2guJU,7EA4F77-0017,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,67","0,85",,pi_1GXbFZGF2YxxrSPImf2QDQPM,US 2020-3389,
ch_1GXaYYGF2YxxrSPIYdlXrtsR,Charge for payment a65b238d-8bab-4724-b37e-c301d0751d99,The bank returned the decline code `insufficient_funds`.,2020-04-13 22:15,"49,00","0,00",usd,Failed,cus_GehXa7FGV0qa9h,false,src_1G7O63GF2YxxrSPIgSN5OGFj,MasterCard,debit,11,2024,us,US,,fail,fail,,,card,,,"0,00","0,00",,,,US
ch_1GXaYTGF2YxxrSPINhq2RjmX,Charge for payment e644352e-8f59-46e7-af55-468daabb7ef4,The bank returned the decline code `do_not_honor`.,2020-04-13 22:15,"49,00","0,00",usd,Failed,cus_GrqAxNo5MC43kU,false,src_1GK6UBGF2YxxrSPIUFImpGsR,Visa,debit,1,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GXZsKGF2YxxrSPITmlsFbOl,Invoice 41628727-0010,Payment complete.,2020-04-13 21:31,"49,00","0,00",usd,Paid,cus_FQjKFhKrSaYL1v,true,src_1EvrraGF2YxxrSPIfVkqdGCk,American Express,credit,7,2020,us,US,,pass,pass,in_1GXYw9GF2YxxrSPIF9FGNXne,41628727-0010,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,,,,pi_1GXZsJGF2YxxrSPIQJ9sMHRc,US 2020-3388,
ch_1GXZULGF2YxxrSPIJyubrdQT,Invoice 479021D8-0010,Payment complete.,2020-04-13 21:06,"49,00","0,00",usd,Paid,cus_FZSkKmsbYARCHS,true,src_1G0Z98GF2YxxrSPIEIbNKlXp,MasterCard,debit,10,2022,us,US,,pass,pass,in_1GXYWhGF2YxxrSPIdfDrAENN,479021D8-0010,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GXZULGF2YxxrSPIg4K532jl,US 2020-3386,
ch_1GXYgNGF2YxxrSPIXeWPPaVM,Charge for payment 0ad6c000-a085-4a15-afe1-bc1b4998f159,The bank returned the decline code `lost_card`.,2020-04-13 20:15,"49,00","0,00",usd,Failed,cus_Go06TQQnQ4ZRZ1,false,src_1GGO5OGF2YxxrSPImnWcEIit,MasterCard,debit,10,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GXXOyGF2YxxrSPIRA25SXqP,Charge for payment 1fbc9286-dbea-4322-bdfd-d845fd4555df,Payment complete.,2020-04-13 18:53,"49,00","0,00",usd,Paid,cus_GjEgPlEcXI1bDO,true,src_1GBmAfGF2YxxrSPIQ55RDfg6,MasterCard,debit,7,2022,us,US,,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,,,US
ch_1GXWFDGF2YxxrSPIaGe8flLO,Invoice 6663AB8-0040,The bank returned the decline code `do_not_honor`.,2020-04-13 17:38,"49,00","0,00",usd,Failed,cus_BqfN5hBfeGk9xA,false,src_1EjqVGGF2YxxrSPI8Bo0SHeo,American Express,prepaid,9,2022,us,US,,pass,pass,in_1GWPsGGF2YxxrSPIFDbwHW4V,6663AB8-0040,card,,,,,,pi_1GWQoXGF2YxxrSPIVzWJAelw,,
ch_1GXVW1GF2YxxrSPIDn7COtNV,Charge for payment 264c69c5-407b-4c1c-bcbd-b7f57d56d98e,Payment complete.,2020-04-13 16:52,"49,00","0,00",usd,Paid,cus_GjCWIhdLuoQaNu,true,src_1GBk70GF2YxxrSPIF8bwa6XK,MasterCard,debit,12,2020,us,US,,pass,fail,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,,,US
ch_1GXVVbGF2YxxrSPIwimSJ7Co,Charge for payment 5b4c3f24-1591-43c0-8c19-202e28032bfb,Payment complete.,2020-04-13 16:51,"49,00","0,00",usd,Paid,cus_GjCM8Gkz3G0J65,true,src_1GBjJ4GF2YxxrSPIeI45DGMm,Visa,credit,6,2022,us,US,,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,67","0,85",,,,US
ch_1GXVNwGF2YxxrSPIhDNBI7lC,Charge for payment 81923a2f-1437-4cda-809f-24be666a5163,Payment complete.,2020-04-13 16:43,"49,00","0,00",usd,Paid,cus_H5gkar8L29NXtu,true,src_1GXVLdGF2YxxrSPIlGGmCH7l,American Express,credit,6,2020,us,US,pass,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,,,,,,US
ch_1GXUzQGF2YxxrSPIr0lu1536,Invoice CA5DEA4E-0006,Payment complete.,2020-04-13 16:18,"49,00","0,00",usd,Paid,cus_GAj3TbhKJF0OpO,true,src_1FeNbFGF2YxxrSPIYvNjnCbA,MasterCard,credit,2,2022,us,US,,pass,fail,in_1GXU3IGF2YxxrSPIrNhhGp2P,CA5DEA4E-0006,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,pi_1GXUzPGF2YxxrSPI0XTOhpxL,US 2020-3376,
ch_1GXToTGF2YxxrSPIdO91fJ7g,Charge for payment 5a89b69b-f8e2-47a6-bdfd-2b54980842cc,Payment complete.,2020-04-13 15:03,"49,00","0,00",usd,Paid,cus_H5f84sYWqXGhbO,true,src_1GXTnaGF2YxxrSPIUOY45ftr,MasterCard,credit,7,2024,us,US,pass,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,,,US
ch_1GXTNfGF2YxxrSPI1YpiivxY,Charge for payment e9ee4787-8f6a-4075-a030-54891423f1b3,Payment complete.,2020-04-13 14:35,"49,00","0,00",usd,Paid,cus_H5ehHqqDQZRVI6,true,src_1GXTNKGF2YxxrSPIB3be2H7c,Visa,credit,3,2024,us,US,pass,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,67","0,85",,,,US
ch_1GXT26GF2YxxrSPIdy3vmYZl,Invoice 8FBDCC12-0005,Payment complete.,2020-04-13 14:13,"49,00","0,00",usd,Paid,cus_GC6GaVg2wMcaKf,true,card_1GXT1WGF2YxxrSPIrR5gIAE3,Visa,debit,4,2025,,US,pass,,,in_1GNZjjGF2YxxrSPIaLpqXv0K,8FBDCC12-0005,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GNag3GF2YxxrSPIzRRAZGr4,US 2020-3372,
ch_1GXLzTGF2YxxrSPIZC66ypG6,Invoice EC71EB17-0013,Payment complete.,2020-04-13 06:41,"49,00","0,00",usd,Paid,cus_EsPRJHfbjEgW1i,true,src_1EOec3GF2YxxrSPICKosWrix,Visa,debit,11,2019,us,US,,pass,pass,in_1GXL3HGF2YxxrSPINyOimFuT,EC71EB17-0013,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GXLzTGF2YxxrSPISEeRKIey,US 2020-3370,
ch_1GXLZiGF2YxxrSPIs4e1hlHh,Charge for payment c7454434-d73c-4fd2-bce4-80240d0b13c6,The bank returned the decline code `do_not_honor`.,2020-04-13 06:15,"49,00","0,00",usd,Failed,cus_Gb3dTD1mcl50MZ,false,src_1G3rVhGF2YxxrSPI7ZFK4xSl,MasterCard,credit,5,2024,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GXLZgGF2YxxrSPIVDg2XIsZ,Charge for payment f6994efe-8422-467b-8f00-24cc4037803e,The bank returned the decline code `do_not_honor`.,2020-04-13 06:15,"49,00","0,00",usd,Failed,cus_Gb3TYBdzO5BEgo,false,src_1G3rMMGF2YxxrSPIj8nOJM62,Visa,credit,3,2024,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GXLZdGF2YxxrSPIsJWpCzF1,Charge for payment b8e3528b-6fe6-4840-ba27-d6162f278a55,The bank returned the decline code `insufficient_funds`.,2020-04-13 06:15,"49,00","0,00",usd,Failed,cus_GnljpdBMIazIoD,false,src_1GGABeGF2YxxrSPILX8CITf5,Visa,credit,2,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GXLZcGF2YxxrSPIqsFAot1Z,Charge for payment 828e9a9a-e3b3-4a5c-a6c0-02dac6a83b94,The bank returned the decline code `do_not_honor`.,2020-04-13 06:15,"49,00","0,00",usd,Failed,cus_Gnm1xVTDsOnQK9,false,src_1GGAT6GF2YxxrSPIrKelPx90,MasterCard,debit,2,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GXLZTGF2YxxrSPIMbAnvPao,Charge for payment 20e6d640-d34a-4fb7-b426-12d6bff479b9,Payment complete.,2020-04-13 06:15,"49,00","0,00",usd,Paid,cus_GqRbAwxmcvyPSC,true,src_1GIkhsGF2YxxrSPInXj6Dh6L,MasterCard,credit,1,2023,us,US,,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,,,US
ch_1GXJhNGF2YxxrSPIoiQP4F6V,Charge for payment 09cc18ae-6232-435d-aac7-24c00cc3646e,The bank returned the decline code `do_not_honor`.,2020-04-13 04:15,"49,00","0,00",usd,Failed,cus_Gaz70FBIL8S6x8,false,src_1G3n8bGF2YxxrSPIa17jDmIo,Visa,prepaid,11,2023,us,US,,unavailable,unavailable,,,card,,,"0,00","0,00",,,,US
ch_1GXJh3GF2YxxrSPIphFBPeFr,Charge for payment 5c451c38-27b9-41fd-b127-98719b2b1d1a,The bank returned the decline code `stolen_card`.,2020-04-13 04:14,"49,00","0,00",usd,Failed,cus_FeVVEHROLD67ox,false,src_1F9CUIGF2YxxrSPIucV93arX,Visa,debit,1,2022,us,US,,pass,fail,,,card,,,"0,00","0,00",,,,US
ch_1GXJgSGF2YxxrSPI1LEcB3Th,Charge for payment 01954536-35fb-4643-82ff-2041a3ecca21,The bank returned the decline code `stolen_card`.,2020-04-13 04:14,"49,00","0,00",usd,Failed,cus_FeVVEHROLD67ox,false,src_1F9CUIGF2YxxrSPIucV93arX,Visa,debit,1,2022,us,US,,pass,fail,,,card,,,"0,00","0,00",,,,US
ch_1GXISEGF2YxxrSPIWj5jzA6b,Charge for payment ec913d31-7b8f-4498-9e59-c752f7a6f626,Payment complete.,2020-04-13 02:55,"49,00","0,00",usd,Paid,cus_DjljNBEWKmjcCO,true,src_1DJ5auGF2YxxrSPI0p3sM61B,Visa,debit,8,2024,,US,,pass,,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,,,US
ch_1GXIQaGF2YxxrSPIOTN2QqOk,Charge for payment e59552c7-3ef8-4e80-bab3-742959144779,Payment complete.,2020-04-13 02:53,"49,00","0,00",usd,Paid,cus_Giz6v8SS9SH8xf,true,src_1GBX6zGF2YxxrSPIoWRI7Jqe,Visa,credit,6,2022,us,US,,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,67","0,85",,,,US
ch_1GXHswGF2YxxrSPI7pxXFRGi,Invoice A1F84AC3-0006,Payment complete.,2020-04-13 02:18,"49,00","0,00",usd,Paid,cus_GAVWgjnyMEdUys,true,src_1FeAUMGF2YxxrSPIlSvZKfK1,Visa,debit,2,2021,us,US,,pass,pass,in_1GXGwoGF2YxxrSPIWbmZ05G8,A1F84AC3-0006,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,89","0,63",,pi_1GXHswGF2YxxrSPIf8UoskGU,US 2020-3365,
ch_1GXG57GF2YxxrSPISOxSL6GZ,Invoice 7DA6080A-0004,Payment complete.,2020-04-13 00:23,"49,00","0,00",usd,Paid,cus_GXKQyIV0lCheie,true,src_1G0FlZGF2YxxrSPIsRYoPJnm,Visa,credit,8,2023,us,US,,pass,fail,in_1GXF8wGF2YxxrSPInJIQW2vd,7DA6080A-0004,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,67","0,85",,pi_1GXG57GF2YxxrSPInDdZ6w8R,US 2020-3363,
ch_1GXFx4GF2YxxrSPIcuz23gLn,Charge for payment 2f1159cc-c12e-4e2b-a898-6e21ece897af,The bank returned the decline code `stolen_card`.,2020-04-13 00:15,"49,00","0,00",usd,Failed,cus_FKmt81qeNtFYJv,false,src_1Eq7KIGF2YxxrSPII1PnMSDR,Visa,debit,3,2023,us,US,,unavailable,unavailable,,,card,,,"0,00","0,00",,,,US
ch_1GXFhEGF2YxxrSPIJCkWOlkz,Charge for payment 2008ab54-4d6c-45bd-8ab5-c243f07525ed,Payment complete.,2020-04-12 23:58,"49,00","0,00",usd,Paid,cus_H5QXtfXfLoA5Hb,true,src_1GXFgUGF2YxxrSPIeJcFSi4T,Visa,debit,9,2022,us,US,pass,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,,,US
ch_1GXFZQGF2YxxrSPIGFyUUeMh,Invoice FC2CA51-0015,Payment complete.,2020-04-12 23:50,"49,00","0,00",usd,Paid,cus_EWCTp1dq3gRq90,true,src_1E3A4YGF2YxxrSPIdt7eRx71,American Express,credit,4,2021,,US,,pass,,in_1GXEdAGF2YxxrSPI5YjGqxG3,FC2CA51-0015,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,,,,pi_1GXFZQGF2YxxrSPIfx7ElDFv,US 2020-3361,
ch_1GXEfYGF2YxxrSPIzy80OM06,Charge for payment 2d0b4952-b7d7-4035-93c7-22040a757151,Payment complete.,2020-04-12 22:52,"49,00","0,00",usd,Paid,cus_GtmYHht7vaDpxf,true,src_1GLyydGF2YxxrSPIYtg2pZQv,MasterCard,credit,6,2022,us,US,,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,,,US
ch_1GXDGNGF2YxxrSPIfayAjxDN,Invoice 95943268-0006,The bank returned the decline code `insufficient_funds`.,2020-04-12 21:22,"49,00","0,00",usd,Failed,cus_GAQkhgPPds0rP4,false,src_1Fe5s7GF2YxxrSPIMMbaizae,Visa,debit,2,2020,us,US,,pass,pass,in_1GXCKGGF2YxxrSPIjEAkf3tg,95943268-0006,card,,,"0,00","0,00",,pi_1GXDGNGF2YxxrSPIX61gKKmC,,
ch_1GXCpEGF2YxxrSPIVqBQmJmR,Charge for payment 2bc89bed-7f40-47f3-89d2-87af4af7c210,Payment complete.,2020-04-12 20:54,"49,00","0,00",usd,Paid,cus_GisuUlQDWP6sko,true,src_1GBR78GF2YxxrSPItxCJLVBF,Visa,credit,3,2024,us,US,,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,67","0,85",,,,US
ch_1GXCgaGF2YxxrSPIzGzhl2oi,Invoice 6AA4A92-0015,Payment complete.,2020-04-12 20:45,"49,00","0,00",usd,Paid,cus_EW9OsO9asi5SOh,true,src_1E37BlGF2YxxrSPIVfpZXaqO,Visa,debit,7,2020,,US,,fail,,in_1GXBkQGF2YxxrSPIk4N4ckb6,6AA4A92-0015,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GXCgZGF2YxxrSPI9XELoai2,US 2020-3356,
ch_1GXCCpGF2YxxrSPIXvD76nZx,Charge for payment 440784ec-6a09-4954-b5f7-1fa3a2dafb60,The bank returned the decline code `transaction_not_allowed`.,2020-04-12 20:15,"49,00","0,00",usd,Failed,cus_GnaR79aVD1ZbCW,false,src_1GFzCXGF2YxxrSPIAwwgbfrO,MasterCard,debit,10,2022,us,US,,unavailable,unavailable,,,card,,,"0,00","0,00",,,,US
ch_1GXBgxGF2YxxrSPIImRbCXhq,Invoice 51044514-0005,Payment complete.,2020-04-12 19:42,"49,00","0,00",usd,Paid,cus_GLdt3lp18j7NKB,true,src_1FowaRGF2YxxrSPIwccqLNWP,MasterCard,credit,5,2022,us,US,,pass,pass,in_1GXAkoGF2YxxrSPIDKO10LSa,51044514-0005,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,pi_1GXBgxGF2YxxrSPIIRfu0dRX,US 2020-3353,
ch_1GXAonGF2YxxrSPIE9XfCfrg,Invoice 636C5183-0004,The bank returned the decline code `pickup_card`.,2020-04-12 18:46,"49,00","0,00",usd,Failed,cus_GRcbv4AEeL7Rpy,false,src_1FujLVGF2YxxrSPIC300PSGz,MasterCard,debit,1,2022,us,US,,unavailable,unavailable,in_1GRij8GF2YxxrSPIEpXKmRst,636C5183-0004,card,,,"0,00","0,00",,pi_1GRjfMGF2YxxrSPIouEcCO9d,,
ch_1GX9wUGF2YxxrSPIPtW82ItH,Charge for payment 6093b968-ef1f-48ed-bc28-7bb35eaaf026,Payment complete.,2020-04-12 17:50,"49,00","0,00",usd,Paid,cus_GiqbeXDArfuRfV,true,src_1GBOuUGF2YxxrSPIvvCXeR2I,MasterCard,credit,7,2024,us,US,,fail,fail,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,66","0,86",,,,US
ch_1GX9NhGF2YxxrSPIo4Al48hC,Invoice 37537131-0005,The bank returned the decline code `lost_card`.,2020-04-12 17:14,"49,00","0,00",usd,Failed,cus_GLbVgmiAnZvPLN,false,src_1FouGDGF2YxxrSPIQB8rMr8E,Visa,debit,5,2022,us,US,,unavailable,unavailable,in_1GX8RSGF2YxxrSPIkBqtOK8i,37537131-0005,card,,,"0,00","0,00",,pi_1GX9NhGF2YxxrSPIl2vJeG3H,,
ch_1GX8xrGF2YxxrSPIk1pMZ6Vr,Invoice 03A12FA9-0011,Payment complete.,2020-04-12 16:47,"49,00","0,00",usd,Paid,cus_FF2kUvulfPdMHx,true,src_1EkDpxGF2YxxrSPIuEakUP4I,Visa,debit,3,2022,us,US,,pass,pass,in_1GX81eGF2YxxrSPI5d2OYdsk,03A12FA9-0011,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GX8xrGF2YxxrSPIz8r9yXTf,US 2020-3349,
ch_1GX8f8GF2YxxrSPIl5KJI42x,Invoice A0C6B614-0010,Payment complete.,2020-04-12 16:28,"49,00","0,00",usd,Paid,cus_FQHDYWnKxiyUAu,true,src_1EvQeUGF2YxxrSPIWsy7HOuA,Visa,credit,3,2023,us,US,,pass,pass,in_1GX7iyGF2YxxrSPIcz9LN5Sz,A0C6B614-0010,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,67","0,85",,pi_1GX8f8GF2YxxrSPIK6w0U93W,US 2020-3348,
ch_1GX8SbGF2YxxrSPI1EUtLbqG,Charge for payment 0f6b86e1-0980-4b1a-aaef-a5b7f4ccc579,The bank returned the decline code `do_not_honor`.,2020-04-12 16:15,"49,00","0,00",usd,Failed,cus_GamVDWqW351YzH,false,src_1G3aqeGF2YxxrSPI4vT91Sq7,Visa,credit,12,2023,us,US,,pass,pass,,,card,,,"0,00","0,00",,,,US
ch_1GX8JkGF2YxxrSPIUQnvb4TX,Charge for payment b9692531-412e-4277-b7d0-b2d7aefbbd11,Payment complete.,2020-04-12 16:05,"49,00","0,00",usd,Paid,cus_H5IvPjDtmRX3Is,true,src_1GX8IHGF2YxxrSPI5IufJcPS,Visa,debit,8,2022,us,US,pass,pass,pass,,,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,,,US
ch_1GX7EvGF2YxxrSPI5olagblb,Invoice 5F3969B9-0004,Payment complete.,2020-04-12 14:56,"49,00","0,00",usd,Paid,cus_GXBIBHaQREhZtq,true,src_1G06vYGF2YxxrSPIOsbFuBeA,Visa,debit,10,2021,us,US,,pass,pass,in_1GX6IqGF2YxxrSPIvW5HbvkV,5F3969B9-0004,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GX7EvGF2YxxrSPIk0uVYV8S,US 2020-3346,
ch_1GX77iGF2YxxrSPIucOsoxIj,Invoice CF63889-0014,Payment complete.,2020-04-12 14:49,"49,00","0,00",usd,Paid,cus_EgPHpcfIgeeUSL,true,src_1EkWovGF2YxxrSPI9i8FggBj,Visa,debit,4,2022,us,US,,pass,pass,in_1GX6BVGF2YxxrSPI8GRyg9W4,CF63889-0014,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GX77iGF2YxxrSPI3xbCQ87A,US 2020-3345,
ch_1GX6zqGF2YxxrSPIycIt7Zao,Invoice 12AEAFD9-0006,Payment complete.,2020-04-12 14:41,"49,00","0,00",usd,Paid,cus_G8pP0ztri5xTMm,true,src_1Fdzc3GF2YxxrSPIRFLYO3tg,American Express,credit,9,2024,us,US,,pass,pass,in_1GX63iGF2YxxrSPI2OxUOOKR,12AEAFD9-0006,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,,,,pi_1GX6zpGF2YxxrSPI1h7f80oT,US 2020-3344,
ch_1GX6HoGF2YxxrSPIVhHJ5PO1,Invoice A467CC1-0015,Payment complete.,2020-04-12 13:55,"49,00","0,00",usd,Paid,cus_EW2tRlOWoffR3S,true,src_1E30mUGF2YxxrSPInSNB19bw,Visa,debit,12,2021,,US,,pass,,in_1GX5LgGF2YxxrSPIg0o5sEoA,A467CC1-0015,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GX6HoGF2YxxrSPIO7mVwHvQ,US 2020-3343,
ch_1GX5V4GF2YxxrSPI4kPkiBOt,Invoice FE88F73-0011,Payment complete.,2020-04-12 13:05,"49,00","0,00",usd,Paid,cus_DkM1C2xVXU1j3e,true,src_1FoqP0GF2YxxrSPIwkSiszcO,MasterCard,debit,7,2022,us,US,,pass,pass,in_1GX4YrGF2YxxrSPIx5ZL3X08,FE88F73-0011,card,,po_1GYilEGF2YxxrSPIT5UIxlD9,"0,51","1,01",,pi_1GX5V3GF2YxxrSPIKcfacas9,US 2020-3342,
