id,Description,Seller Message,Created (UTC),Amount,Currency,Status,Statement Descriptor,Customer ID,Customer Description,Customer Email,Captured,Card ID,Card Brand,Card Funding,Card Exp Month,Card Exp Year,Card CVC Status,Card AVS Zip Status,Card AVS Line1 Status,Invoice ID,Invoice Number,Transfer,Merchant Service Charge,invoiceNumber (metadata),mySugr-Backend-Region (metadata)
ch_1GHKPAGF2YxxrSPI2ioG0OHm,Invoice D5E02420-0011,Payment complete.,2020-02-29 01:46,"49,00",usd,Paid,mySugr Bundle US,cus_EyKHUEIRN9BNp8,,,true,src_1EUNcQGF2YxxrSPI4g88Pxux,MasterCard,credit,2,2021,,pass,pass,in_1GHJSoGF2YxxrSPIyzrhlvnF,D5E02420-0011,po_1GJ8PGGF2YxxrSPILgJqP9pO,"0,85",US 2020-1891,
ch_1GHKLuGF2YxxrSPIy5E5eO0e,Invoice A855ACCD-0007,Payment complete.,2020-02-29 01:42,"49,00",usd,Paid,mySugr Bundle US,cus_Fi1meBJLME2n2v,,,true,src_1FCbgSGF2YxxrSPIqHvTdsm3,Visa,credit,12,2022,,pass,pass,in_1GHJPoGF2YxxrSPIlQpKdeZQ,A855ACCD-0007,po_1GJ8PGGF2YxxrSPILgJqP9pO,"0,85",US 2020-1890,
ch_1GHK1mGF2YxxrSPIGgriVCfZ,Charge for payment 9a3a4fad-7089-4700-8181-d0cf53fb724e,Payment complete.,2020-02-29 01:22,"49,00",usd,Paid,,cus_GoxxtTPozhEiVr,,,true,src_1GHK0pGF2YxxrSPIZbqbDpmb,Visa,debit,3,2023,pass,pass,pass,,,po_1GJ8PGGF2YxxrSPILgJqP9pO,"1,00",,US
ch_1GHJsrGF2YxxrSPIDOu1A6ep,Invoice A087DE57-0010,Payment complete.,2020-02-29 01:12,"49,00",usd,Paid,mySugr Bundle US,cus_FAIrDhOIfwY8mF,,,true,src_1EfyCYGF2YxxrSPIpAQSsMAB,Visa,debit,9,2021,,pass,pass,in_1GHIvbGF2YxxrSPICfS94yfH,A087DE57-0010,po_1GJ8PGGF2YxxrSPILgJqP9pO,"1,00",US 2020-1888,
ch_1GHJNsGF2YxxrSPIp77dfbPC,Invoice 89A8ECA4-0007,Payment complete.,2020-02-29 00:40,"49,00",usd,Paid,mySugr Bundle US,cus_Fi0mOSETJWH8cv,,,true,src_1FCakDGF2YxxrSPIixajvgx3,Visa,debit,3,2022,,pass,pass,in_1GHIRiGF2YxxrSPIUjLhue0X,89A8ECA4-0007,po_1GJ8PGGF2YxxrSPILgJqP9pO,"1,00",US 2020-1886,
ch_1GHIn1GF2YxxrSPIaAzuJMss,Invoice 636CF227-0011,Payment complete.,2020-02-29 00:02,"49,00",usd,Paid,mySugr Bundle US,cus_EyIcqYyExF4afx,,,true,src_1EUM0BGF2YxxrSPILpk6Oavk,Visa,debit,12,2020,,pass,pass,in_1GHHqnGF2YxxrSPIK7wJTB6w,636CF227-0011,po_1GJ8PGGF2YxxrSPILgJqP9pO,"1,01",US 2020-1885,
ch_1GHIS7GF2YxxrSPIZAZkHgpg,Charge for payment 036b6b8b-c3c5-48be-a6fe-232985bff010,Payment complete.,2020-02-28 23:41,"49,00",usd,Paid,,cus_GowKCy48PCSzA8,,,true,src_1GHIR2GF2YxxrSPIyXBDZsjw,MasterCard,debit,2,2022,pass,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,02",,US
ch_1GHIOTGF2YxxrSPIygcOi1xS,Invoice 435FB6F8-0008,Payment complete.,2020-02-28 23:37,"49,00",usd,Paid,mySugr Bundle US,cus_FWNkdqSgb914FB,,,true,src_1F1KyzGF2YxxrSPIhTBSNTRM,MasterCard,debit,11,2023,,pass,pass,in_1GHHSFGF2YxxrSPI4bNnck6H,435FB6F8-0008,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,02",US 2020-1882,
ch_1GHHa5GF2YxxrSPII7j4uMGe,Invoice 2E8A25A-0015,Payment complete.,2020-02-28 22:45,"49,00",usd,Paid,mySugr Bundle US,cus_EEx2gph0LOrKxP,,,true,src_1DmT7lGF2YxxrSPIdd0bDQIK,MasterCard,prepaid,8,2020,,pass,,in_1GHGdxGF2YxxrSPIcZNA66vr,2E8A25A-0015,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,02",US 2020-1880,
ch_1GHH6nGF2YxxrSPIvLmuxQXt,Charge for payment 0ea43408-ee48-48f2-bff5-0718f7ff7198,The bank returned the decline code `do_not_honor`.,2020-02-28 22:15,"49,00",usd,Failed,,cus_Gaz70FBIL8S6x8,,,false,src_1G3n8bGF2YxxrSPIa17jDmIo,Visa,prepaid,11,2023,,unavailable,unavailable,,,,"0,00",,US
ch_1GHGPLGF2YxxrSPIV8rju5A7,Invoice BA53B25-0014,Payment complete.,2020-02-28 21:30,"49,00",usd,Paid,mySugr Bundle US,cus_EQXp6NudQjrNEM,,,true,src_1DxgjVGF2YxxrSPIrgQWZKtx,Visa,credit,8,2019,,pass,,in_1GHFTFGF2YxxrSPIOkjDDZMr,BA53B25-0014,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",US 2020-1877,
ch_1GHFyeGF2YxxrSPISRp6mp6o,Invoice C5C29299-0008,Payment complete.,2020-02-28 21:02,"49,00",usd,Paid,mySugr Bundle US,cus_FWL80wl24MwLOo,,,true,src_1F1IZ0GF2YxxrSPILsMDoP0o,Visa,debit,2,2021,,pass,pass,in_1GHF25GF2YxxrSPI1QBDg9Jq,C5C29299-0008,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",US 2020-1876,
ch_1GHFkNGF2YxxrSPI6M4gPOmV,Charge for payment 84ecd036-923d-40c4-9133-9ab7e504d09b,Payment complete.,2020-02-28 20:47,"49,00",usd,Paid,,cus_GotXuYiefJcMeT,,,true,src_1GHFjSGF2YxxrSPItBaCbqZL,Visa,credit,4,2023,pass,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",,US
ch_1GHE8zGF2YxxrSPIGmsu16sA,Invoice 7E7617D7-0010,The bank returned the decline code `do_not_honor`.,2020-02-28 19:05,"49,00",usd,Failed,mySugr Bundle US,cus_F3q4CXzDOFkAkZ,,,false,src_1EZiR7GF2YxxrSPIDnDAIyKW,Visa,debit,7,2021,,pass,pass,in_1GBlykGF2YxxrSPIDQZBiZCi,7E7617D7-0010,,"0,00",,
ch_1GHDupGF2YxxrSPIDvhcE8Fg,Charge for payment 57cea055-51cf-4a84-afef-11d4380b9247,Payment complete.,2020-02-28 18:50,"49,00",usd,Paid,,cus_GdFAEmcMHjFz0f,,,true,src_1G5yfjGF2YxxrSPIpc8iMpmr,MasterCard,debit,3,2023,,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,02",,US
ch_1GHDsLGF2YxxrSPIIzpRmsd7,Invoice 3E36641-0014,Payment complete.,2020-02-28 18:47,"49,00",usd,Paid,mySugr Bundle US,cus_EQVCHuyuNrMSXD,,,true,src_1DxeC0GF2YxxrSPIt4Jj3cGf,Visa,debit,7,2023,,fail,,in_1GHCvrGF2YxxrSPIDzqb3s6q,3E36641-0014,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",US 2020-1871,
ch_1GHDqdGF2YxxrSPIU0mQrLD9,Invoice 636C5183-0003,Payment complete.,2020-02-28 18:46,"49,00",usd,Paid,mySugr Bundle US,cus_GRcbv4AEeL7Rpy,,,true,src_1FujLVGF2YxxrSPIC300PSGz,MasterCard,debit,1,2022,,pass,pass,in_1GHCuIGF2YxxrSPIj55s6nQM,636C5183-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,02",US 2020-1870,
ch_1GHDgZGF2YxxrSPIicvKu6Qq,Charge for payment 354059e4-0697-4e83-a387-78dcb2f2f3c7,Payment complete.,2020-02-28 18:35,"49,00",usd,Paid,,cus_GorP4BsvZmLM83,,,true,src_1GHDfwGF2YxxrSPIgODJpfHh,Visa,credit,3,2022,pass,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",,US
ch_1GHCn5GF2YxxrSPImN2ChX6S,Invoice 6F21D283-0008,Payment complete.,2020-02-28 17:38,"49,00",usd,Paid,mySugr Bundle US,cus_FWHxYIS0l32me9,,,true,src_1F1FKiGF2YxxrSPIBDmZJo8f,Visa,credit,4,2021,,pass,pass,in_1GHBqhGF2YxxrSPIgAWNHNUy,6F21D283-0008,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",US 2020-1867,
ch_1GHCEZGF2YxxrSPIDB4imZ1u,Invoice FE9D4A73-0003,Payment complete.,2020-02-28 17:02,"49,00",usd,Paid,mySugr Bundle US,cus_GRawQETbJSQKEi,,,true,src_1FuhBUGF2YxxrSPI3dLNyqjx,Visa,credit,8,2023,,pass,pass,in_1GHBIQGF2YxxrSPIrdHXqG8N,FE9D4A73-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",US 2020-1866,
ch_1GHC8TGF2YxxrSPIPhNB2xpQ,Invoice ECA6716-0031,Payment complete.,2020-02-28 16:56,"49,00",usd,Paid,mySugr Bundle US,cus_BnraFb3giSXS7l,,,true,src_1FuhdOGF2YxxrSPIOX9pqIVB,Visa,debit,11,2023,,pass,fail,in_1GHBBuGF2YxxrSPIEnvFN5AL,ECA6716-0031,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",US 2020-1865,
ch_1GHC2xGF2YxxrSPIYAWFduHc,Charge for payment 5ae350da-cb81-4873-a6ea-d6e43f7d98bb,Payment complete.,2020-02-28 16:50,"49,00",usd,Paid,,cus_GdCnFZzOi32qex,,,true,src_1G5wNNGF2YxxrSPIr2D0xv9a,Visa,credit,7,2023,,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",,US
ch_1GHAjnGF2YxxrSPIgbIAfRo5,Invoice B4512B92-0003,Payment complete.,2020-02-28 15:26,"49,00",usd,Paid,mySugr Bundle US,cus_GRZOMikvicYoBZ,,,true,src_1FugFCGF2YxxrSPIQerP769g,Visa,debit,5,2023,,pass,pass,in_1GH9neGF2YxxrSPImQh3GdWu,B4512B92-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",US 2020-1862,
ch_1GHAC1GF2YxxrSPI6ZqZJ9mM,Invoice F4475BA3-0003,Payment complete.,2020-02-28 14:51,"49,00",usd,Paid,mySugr Bundle US,cus_GRYpTAbolsLMx8,,,true,src_1Fufh8GF2YxxrSPI0h5imZfh,Visa,debit,8,2022,,pass,pass,in_1GH9FlGF2YxxrSPI3PVyqFsJ,F4475BA3-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",US 2020-1861,
ch_1GH9xFGF2YxxrSPIcEeSbnSf,Invoice DDE2EDD8-0003,Payment complete.,2020-02-28 14:36,"49,00",usd,Paid,mySugr Bundle US,cus_GRYaqDLLZBNxDY,,,true,src_1FufSaGF2YxxrSPI1cqwGqNI,Visa,credit,10,2024,,pass,pass,in_1GH916GF2YxxrSPIKOMR3Rec,DDE2EDD8-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",US 2020-1859,
ch_1GH9YCGF2YxxrSPIeWAs1H6b,Invoice 55ADCA7D-0011,Payment complete.,2020-02-28 14:10,"49,00",usd,Paid,mySugr Bundle US,cus_Ey94ODMvrVz0Lg,,,true,src_1EUCkQGF2YxxrSPICh3uwqOH,MasterCard,credit,2,2023,,pass,pass,in_1GH8bsGF2YxxrSPIx4SJsJe1,55ADCA7D-0011,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",US 2020-1858,
ch_1GH9M7GF2YxxrSPIrwvWjNGs,Invoice EFE1A6F5-0008,The bank returned the decline code `do_not_honor`.,2020-02-28 13:58,"49,00",usd,Failed,mySugr Bundle US,cus_FV6iuD9exOI5bU,,,false,src_1F06UiGF2YxxrSPIeGKS4sjq,Visa,debit,9,2023,,unavailable,unavailable,in_1GG2y0GF2YxxrSPIgQYownJb,EFE1A6F5-0008,,"0,00",,
ch_1GH9ELGF2YxxrSPIDDCLAXv8,Charge for payment f7d5ecb6-ffda-42a2-8c02-dc18b95d4e4e,Payment complete.,2020-02-28 13:50,"49,00",usd,Paid,,cus_GdAMfa3sxMCHHt,,,true,src_1G5u1LGF2YxxrSPIov59wD99,Visa,debit,7,2022,,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",,US
ch_1GH8NJGF2YxxrSPImD9zwwq9,Charge for payment 323f7677-da37-4745-80e2-44d7b887de7a,Payment complete.,2020-02-28 12:55,"49,00",usd,Paid,,cus_GoluIAiDYujko9,,,true,src_1GH8MSGF2YxxrSPIWYJQXOJf,Visa,debit,1,2021,pass,fail,fail,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",,US
ch_1GH0EiGF2YxxrSPIGMX2oe9g,Invoice 985E8391-0007,Payment complete.,2020-02-28 04:14,"49,00",usd,Paid,mySugr Bundle US,cus_FX1KMhxYVHEBuU,,,true,src_1FBCAYGF2YxxrSPI333iQvK1,American Express,credit,11,2020,,pass,pass,in_1GFtrhGF2YxxrSPIzNL7FDuk,985E8391-0007,po_1GIlq2GF2YxxrSPIIXMPlpVf,,US 2020-1849,
ch_1GGztMGF2YxxrSPIqxPsVPUy,Invoice 7226BC9D-0003,Payment complete.,2020-02-28 03:52,"49,00",usd,Paid,mySugr Bundle US,cus_GROBcpxHAZ0WhT,,,true,src_1FuVOlGF2YxxrSPIOFULVnX2,MasterCard,debit,10,2021,,pass,pass,in_1GGywzGF2YxxrSPISYZzpJsL,7226BC9D-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,02",US 2020-1847,
ch_1GGzEWGF2YxxrSPIeL2p9JEO,Invoice 35C1A038-0003,Payment complete.,2020-02-28 03:09,"49,00",usd,Paid,mySugr Bundle US,cus_GQFoE6NiX2NN3O,,,true,src_1FtPIEGF2YxxrSPI857KYDDD,Visa,credit,3,2022,,pass,pass,in_1GFsqkGF2YxxrSPI7SHtwDid,35C1A038-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",US 2020-1845,
ch_1GGywBGF2YxxrSPI67iFQVDo,Charge for payment ba58badf-2015-4551-8af6-f4cc6528ee9e,Payment complete.,2020-02-28 02:50,"49,00",usd,Paid,,cus_GczIjNNAg08JGC,,,true,src_1G5jJAGF2YxxrSPIunTvYMLm,MasterCard,credit,9,2022,,fail,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",,US
ch_1GGyWwGF2YxxrSPIN8ChXtmJ,Charge for payment 2df9dfa8-7e95-470a-ade6-07e6ba41261e,Payment complete.,2020-02-28 02:24,"49,00",usd,Paid,,cus_GTOg8olUeBmwFz,,,true,src_1FwRsVGF2YxxrSPIHDpMJ45W,MasterCard,debit,4,2023,,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,02",,US
ch_1GGy5cGF2YxxrSPIPQ07AL2F,Charge for payment dae036f3-a93b-4bdd-8d0c-5a14235f7ef9,The bank returned the decline code `do_not_honor`.,2020-02-28 01:56,"49,00",usd,Failed,,cus_GobHjWiNmSocKS,,,false,src_1GGy5IGF2YxxrSPIl87TxsLn,Visa,prepaid,12,2022,pass,pass,pass,,,,"0,00",,US
ch_1GGy0uGF2YxxrSPIE6eIexTu,Invoice 126413DB-0008,The bank returned the decline code `revocation_of_authorization`.,2020-02-28 01:51,"49,00",usd,Failed,mySugr Bundle US,cus_FUupmdX2K4mvbN,,,false,src_1Ezv5wGF2YxxrSPInYgNOWK8,Visa,debit,10,2022,,fail,fail,in_1GFrZEGF2YxxrSPIpBdPdyEw,126413DB-0008,,"0,00",,
ch_1GGy0bGF2YxxrSPIB8t0Kmq7,Invoice E1C990F-0012,Payment complete.,2020-02-28 01:51,"49,00",usd,Paid,mySugr Bundle US,cus_EmL8SlMl2i0zZr,,,true,src_1EImS8GF2YxxrSPIimCJEZeN,Visa,debit,8,2020,,pass,,in_1GGx4RGF2YxxrSPIYIVetGyE,E1C990F-0012,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",US 2020-1841,
ch_1GGxwqGF2YxxrSPIaJ3yizSJ,Invoice 04216F3-0016,Payment complete.,2020-02-28 01:47,"49,00",usd,Paid,mySugr Bundle US,cus_EDkKglpyYNDZWo,,,true,src_1FF7uoGF2YxxrSPIREWyz7Kl,Visa,credit,11,2022,,pass,pass,in_1GGx0UGF2YxxrSPIJPLKCsWe,04216F3-0016,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",US 2020-1840,
ch_1GGxqsGF2YxxrSPIx3gps51g,Charge for payment 459a3b90-af1e-4a8d-aa94-08bdd94ad8fc,Payment complete.,2020-02-28 01:41,"49,00",usd,Paid,,cus_Gob2SlPqJiNnr0,,,true,src_1GGxqRGF2YxxrSPIaQZTBYjB,Visa,debit,1,2022,pass,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",,US
ch_1GGxPHGF2YxxrSPIUgzTsNsh,Charge for payment b8456915-4607-4f19-b81e-21188137703c,Payment complete.,2020-02-28 01:12,"49,00",usd,Paid,,cus_GoaaJez9NKtgn4,,,true,src_1GGxOjGF2YxxrSPIKNTS3Kar,Visa,credit,2,2023,pass,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"0,86",,US
ch_1GGx6BGF2YxxrSPI66LmtcdT,Invoice 69136541-0003,Payment complete.,2020-02-28 00:53,"49,00",usd,Paid,mySugr Bundle US,cus_GRLI6SGmO9CXpf,,,true,src_1FuSZOGF2YxxrSPIEbxGqQLq,Visa,debit,11,2024,,pass,pass,in_1GGw9tGF2YxxrSPIEzVFFopV,69136541-0003,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",US 2020-1835,
ch_1GGwVPGF2YxxrSPIly6sFRu6,Charge for payment 1b23dd8a-e817-4d95-b0e6-6fc92ba7a10f,Payment complete.,2020-02-28 00:15,"49,00",usd,Paid,,cus_GaduNmmPVCyi2L,,,true,src_1G3SbxGF2YxxrSPIOY1Z0iaY,Visa,debit,10,2022,,pass,pass,,,po_1GIlq2GF2YxxrSPIIXMPlpVf,"1,01",,US
ch_1GGwVMGF2YxxrSPI2cC6BWLW,Charge for payment 7964682a-feb9-4161-b9f5-fbf2f65c657a,The bank returned the decline code `insufficient_funds`.,2020-02-28 00:15,"49,00",usd,Failed,,cus_GboR9rX5hXozmH,,,false,src_1G4anTGF2YxxrSPIOHU9RdCG,Visa,credit,12,2022,,pass,pass,,,,"0,00",,US
ch_1GGvQSGF2YxxrSPIrcAlYTZh,Invoice 945CA3F2-0005,Payment complete.,2020-02-27 23:05,"49,00",usd,Paid,mySugr Bundle US,cus_G4SnhBCkMQdxRH,,,true,src_1FYJr9GF2YxxrSPIoaD5WguX,Visa,credit,1,2022,,pass,pass,in_1GGuU6GF2YxxrSPI4OOYhf2B,945CA3F2-0005,po_1GIPcuGF2YxxrSPINzHoBYYC,"0,86",US 2020-1833,
ch_1GGu0KGF2YxxrSPINs1XmYfu,Invoice B2C14B4-0012,Payment complete.,2020-02-27 21:34,"49,00",usd,Paid,mySugr Bundle US,cus_EmGsUKR7SLUwaq,,,true,card_1ErtBgGF2YxxrSPIq3QQc4ST,MasterCard,credit,5,2022,,pass,pass,in_1GGt3mGF2YxxrSPIFdMMBgIj,B2C14B4-0012,po_1GIPcuGF2YxxrSPINzHoBYYC,"0,86",US 2020-1831,
ch_1GGsGvGF2YxxrSPIloaYAhTS,Invoice FB7A9A8E-0004,Payment complete.,2020-02-27 19:43,"49,00",usd,Paid,mySugr Bundle US,cus_G9YaF1z7tSlY8o,,,true,card_1GGoZ4GF2YxxrSPI173qzLsl,Visa,debit,3,2023,,,,in_1GAbK6GF2YxxrSPIVGxDZMbq,FB7A9A8E-0004,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,01",US 2020-1829,
ch_1GGqc4GF2YxxrSPIyqCPKx8Z,Invoice BE2B386-0012,Payment complete.,2020-02-27 17:57,"49,00",usd,Paid,mySugr Bundle US,cus_EmDUQkMqqds0ub,,,true,src_1EIf3AGF2YxxrSPIlgaqHXsV,MasterCard,credit,3,2024,,fail,fail,in_1GGpfcGF2YxxrSPI8Kc49YFn,BE2B386-0012,po_1GIPcuGF2YxxrSPINzHoBYYC,"0,86",US 2020-1827,
ch_1GGprKGF2YxxrSPIZDfhOWvL,Invoice 435F5739-0008,Payment complete.,2020-02-27 17:09,"49,00",usd,Paid,mySugr Bundle US,cus_FVuGdhr3Bz67mc,,,true,src_1F0sRbGF2YxxrSPIS1ApAED5,Visa,credit,12,2023,,pass,pass,in_1GGov1GF2YxxrSPImizvJ00x,435F5739-0008,po_1GIPcuGF2YxxrSPINzHoBYYC,"0,86",US 2020-1825,
ch_1GGpgaGF2YxxrSPIuWVyhfUS,Invoice 52B06E0-0025,Payment complete.,2020-02-27 16:58,"49,00",usd,Paid,mySugr Bundle US,cus_DsL99qsS92oJBf,,,true,src_1Epzx1GF2YxxrSPIYjLPd2Yq,MasterCard,debit,2,2023,,pass,pass,in_1GGokIGF2YxxrSPIMH4gJgfD,52B06E0-0025,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,02",US 2020-1823,
ch_1GGpAIGF2YxxrSPIQRBFnxza,Charge for payment de1b244a-29cb-49f9-b9b2-577d155dc9a2,Payment complete.,2020-02-27 16:24,"49,00",usd,Paid,,cus_GoS4P1UkaP4QgR,,,true,src_1GGp9EGF2YxxrSPIL3PaJqCQ,Visa,debit,11,2022,pass,pass,pass,,,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,01",,US
ch_1GGoxpGF2YxxrSPIALF5PvuO,Invoice 1BFDADCA-0003,Payment complete.,2020-02-27 16:11,"49,00",usd,Paid,mySugr Bundle US,cus_GRCtLVy8OnWXqi,,,true,src_1FuKSQGF2YxxrSPIueqd4Chh,Visa,debit,6,2021,,pass,pass,in_1GGo1SGF2YxxrSPIpShmCxTy,1BFDADCA-0003,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,01",US 2020-1820,
ch_1GGox9GF2YxxrSPIprfH0tTn,Invoice E6129F8E-0007,The bank returned the decline code `stolen_card`.,2020-02-27 16:11,"49,00",usd,Failed,mySugr Bundle US,cus_FeVVEHROLD67ox,,,false,src_1F9CUIGF2YxxrSPIucV93arX,Visa,debit,1,2022,,pass,fail,in_1GDuBUGF2YxxrSPIBvGVcREZ,E6129F8E-0007,,"0,00",,
ch_1GGoiyGF2YxxrSPITUvx8iLk,Invoice AF34E30-0035,Payment complete.,2020-02-27 15:56,"49,00",usd,Paid,mySugr Bundle US,cus_CnNyqLItJ94Itr,,,true,src_1E8Tp4GF2YxxrSPI7OYDNAn0,American Express,credit,5,2022,,pass,,in_1GGnmlGF2YxxrSPIRLZkYSZf,AF34E30-0035,po_1GIPcuGF2YxxrSPINzHoBYYC,,US 2020-1819,
ch_1GGobNGF2YxxrSPIQG9lTVxD,Invoice FB7A9A8E-0004,The bank returned the decline code `do_not_honor`.,2020-02-27 15:48,"49,00",usd,Failed,mySugr Bundle US,cus_G9YaF1z7tSlY8o,,,false,card_1GGoZ4GF2YxxrSPI173qzLsl,Visa,debit,3,2023,pass,,,in_1GAbK6GF2YxxrSPIVGxDZMbq,FB7A9A8E-0004,,"0,00",,
ch_1GGoa9GF2YxxrSPIo49qZI0q,Invoice FB7A9A8E-0004,The bank returned the decline code `do_not_honor`.,2020-02-27 15:47,"49,00",usd,Failed,mySugr Bundle US,cus_G9YaF1z7tSlY8o,,,false,card_1GGoZ4GF2YxxrSPI173qzLsl,Visa,debit,3,2023,pass,,,in_1GAbK6GF2YxxrSPIVGxDZMbq,FB7A9A8E-0004,,"0,00",,
ch_1GGoINGF2YxxrSPI5yyWmoYM,Invoice F8F6B94A-0004,Payment complete.,2020-02-27 15:29,"49,00",usd,Paid,mySugr Bundle US,cus_GFxQ1thDnZMQ7K,,,true,src_1FjRUzGF2YxxrSPIdBI8lohJ,MasterCard,credit,3,2021,,pass,pass,in_1GGnM8GF2YxxrSPIuJGMao9n,F8F6B94A-0004,po_1GIPcuGF2YxxrSPINzHoBYYC,"0,86",US 2020-1818,
ch_1GGo3hGF2YxxrSPIuDfEESui,Invoice 037A242A-0007,Payment complete.,2020-02-27 15:13,"49,00",usd,Paid,mySugr Bundle US,cus_FamXUEFK0OKf4b,,,true,card_1GGo2vGF2YxxrSPI9tZmXhu3,Visa,debit,6,2023,pass,,,in_1GAIfcGF2YxxrSPI3uiN2uxW,037A242A-0007,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,01",US 2020-1817,
ch_1GGnJuGF2YxxrSPIY7ayuqO7,Charge for payment 5b8d3da9-1ea9-4e96-acce-b5996d720f85,Payment complete.,2020-02-27 14:26,"49,00",usd,Paid,,cus_GoQ9DWTyc86rUO,,,true,src_1GGnIMGF2YxxrSPIb8uabsnj,MasterCard,prepaid,12,2021,pass,pass,pass,,,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,02",,US
ch_1GGnG0GF2YxxrSPIi6dhKAgk,Charge for payment f92c66b9-121b-494e-a9b7-2635625b30b8,Payment complete.,2020-02-27 14:22,"49,00",usd,Paid,,cus_GoQ5nh9gA3g6Xc,,,true,src_1GGnFTGF2YxxrSPIBqMU4nAy,Visa,debit,6,2022,pass,pass,pass,,,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,01",,US
ch_1GGkzMGF2YxxrSPI4ldD52fy,Invoice 0ABC7EB-0012,Payment complete.,2020-02-27 11:57,"49,00",usd,Paid,mySugr Bundle US,cus_Em7gsqqFPKRpJx,,,true,src_1EIZPJGF2YxxrSPIsnhEzZVk,Visa,debit,11,2022,,pass,pass,in_1GGk3DGF2YxxrSPIcosjrSnv,0ABC7EB-0012,po_1GIPcuGF2YxxrSPINzHoBYYC,"1,02",US 2020-1812,
ch_1GGkcjGF2YxxrSPIq2AcacdB,Invoice 67EFBA89-0011,Payment complete.,2020-02-27 11:33,"49,00",usd,Paid,mySugr Bundle US,cus_ExjJGQDVHOjzip,,,true,src_1ETnprGF2YxxrSPIrqbtpVax,American Express,credit,7,2023,,pass,pass,in_1GGjgTGF2YxxrSPIOCTBhjqA,67EFBA89-0011,po_1GIPcuGF2YxxrSPINzHoBYYC,,US 2020-1811,
ch_1GGhqBGF2YxxrSPIBe1DiXZN,Invoice 341CD7DC-0004,Payment complete.,2020-02-27 08:35,"49,00",usd,Paid,mySugr Bundle US,cus_GFqkrdrs2gcZGD,,,true,src_1FjKyRGF2YxxrSPIyrEOl0jZ,Visa,prepaid,11,2025,,pass,pass,in_1GGgu1GF2YxxrSPICf8WS6w6,341CD7DC-0004,po_1GIPcuGF2YxxrSPINzHoBYYC,"0,64",US 2020-1809,
ch_1GGgi4GF2YxxrSPIJDAxVLtf,Invoice DAC0174D-0003,The bank returned the decline code `transaction_not_allowed`.,2020-02-27 07:23,"49,00",usd,Failed,mySugr Bundle US,cus_GO4YtTL7PAmG2b,,,false,src_1FrIOgGF2YxxrSPITG9gMjzN,Visa,debit,1,2023,,fail,fail,in_1GDlxJGF2YxxrSPIbq7RvbCd,DAC0174D-0003,,"0,00",,
ch_1GGgQLGF2YxxrSPIw7g0VRus,Invoice AF56424-0009,Payment complete.,2020-02-27 07:04,"49,00",usd,Paid,mySugr Bundle US,cus_ElxSkJxEOSICBW,,,true,src_1FjJdaGF2YxxrSPI3xvrWLaT,MasterCard,credit,9,2022,,pass,pass,in_1GGfU9GF2YxxrSPIMX0Td1qp,AF56424-0009,po_1GIPcuGF2YxxrSPINzHoBYYC,"0,87",US 2020-1807,
